"221","-6.138102","-77.1051271"
"222","-6.1381001","-77.1051439"
"223","-6.1381011","-77.1051679"
"224","-6.1381011","-77.1051679"
"225","-6.1422835","-77.1069502"
"226","-6.1422835","-77.1069502"
"227","-6.1422835","-77.1069502"
"228","-6.1422835","-77.1069502"
"229","-6.1450278","-77.1056746"
"230","-6.1450278","-77.1056746"
"231","-6.1458214","-77.1061494"
"232","-6.1502515","-77.1081904"
"233","-6.1502558","-77.1082294"
"234","-6.1501927","-77.1080541"
"235","-6.1501926","-77.1080542"
"236","-6.1501926","-77.1080542"
"237","-6.1417979","-77.1008866"
"238","-6.1461807","-77.0984185"
"239","-6.1398478","-77.0966745"
"240","-6.1398496","-77.0966824"
"241","-6.1406938","-77.0972573"
"242","-6.1408672","-77.0994582"
"243","-6.1420655","-77.100193"
"244","-6.1383682","-77.101334"
"245","-6.1376091","-77.0999664"
"246","-6.1358404","-77.0960769"
"247","-6.1358178","-77.0961258"
"248","-6.1358178","-77.0961258"
"249","-6.1339253","-77.0938331"
"250","-6.1341332","-77.0914632"
"251","-6.1365746","-77.0886491"
"252","-6.1365746","-77.0886491"
"253","-6.1365906","-77.088602"
"254","-6.0799818","-77.0911731"
"255","-6.0799818","-77.0911731"
"256","-6.0799818","-77.0911731"
"257","-6.0799737","-77.0911574"
"258","-6.0799737","-77.0911574"
"259","-5.9411566","-77.3088314"
"260","-5.9411566","-77.3088314"
"261","-5.9409904","-77.3085771"
"262","-5.940773","-77.3036504"
"263","-5.940773","-77.3036504"
"264","-5.940773","-77.3036504"
"265","-5.9405716","-77.3034388"
"266","-5.9405716","-77.3034388"
"267","-5.940574","-77.3034361"
"268","-5.9405837","-77.3030991"
"269","-5.9405837","-77.3030991"
"270","-5.9405837","-77.3030991"
"271","-5.9404759","-77.3031972"
"272","-5.9404759","-77.3031972"
"273","-5.9404759","-77.3031972"
"274","-5.9408524","-77.3026906"
"275","-5.9408524","-77.3026906"
"276","-5.9408524","-77.3026906"
"277","-5.9408524","-77.3026906"
"278","-5.9408524","-77.3026906"
"279","-5.9408912","-77.3027234"
